"PIN","age","sex","sexOrient","sexOrientText","gender","genderText","relStat","relStatText","raceAAPI","raceBlack","raceLatinx","raceNAAI","raceMENA","raceWhite","raceNA","religion","politics","international","poliDQVC","poliDQMC","poliDQSC","poliDQCent","poliDQSL","poliDQML","poliDQVL","ageDQ18","ageDQ19","ageDQ20","ageDQ21","ageDQ22","ageDQ23_25","ageDQ26plus","raceDQAAPI","raceDQBlack","raceDQLatinx","raceDQNAAI","raceDQMENA","raceDQWhite","religionDQ1","religionDQ2","religionDQ3","religionDQ4","religionDQ5","religionDQ6","religionDQ7","religionDQ8","religionDQ9","religionDQ10","religionDQ11","internationalDQDom","internationalDQInt","idealAffectionComp","idealAmbitionComp","idealArtisticComp","idealDispositionComp","idealFamilyComp","idealHealthComp","idealHumorComp","idealIntelligentComp","idealKindComp","idealParentingComp","idealPhysattComp","idealReligiousComp","idealResourcesComp","idealSexyComp","idealStatusComp","selfAffectionateComp","selfAmbitionComp","selfArtisticComp","selfDispositionComp","selfFamilyComp","selfHealthComp","selfHumorComp","selfIntelligentComp","selfKindComp","selfParentingComp","selfPhysattComp","selfReligiousComp","selfResourcesComp","selfSexyComp","selfStatusComp","quarter"
"f2415801",19,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,9,7.5,5,8,5,8,8,7,8.5,7,7,2.5,5,8,7.5,9,8.5,9,9,8.5,9,9.5,7.5,9,7.5,8,2.5,7,4.5,9,"winter"
"f24593631",19,0,3,NA,0,NA,1,"",NA,NA,1,NA,NA,NA,NA,11,7,0,0,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,7.5,10,3,5,7.5,5,10,10,10,10,10,4,10,5,10,9,10,10,10,10,5,10,10,10,10,8,1,10,6,10,"winter"
"f2423253",18,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,1,6,0,0,NA,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.5,5.5,4.5,5.5,5.5,6,6.5,7.5,6,5,7,3.5,5,5.5,7.5,6.5,7,5.5,6,8.5,6.5,6.5,6.5,7.5,6,7,4.5,5.5,5.5,6.5,"winter"
"f24327932",18,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,0,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,1,1,1,1,NA,1,NA,1,1,1,1,NA,6,7.5,5,7,6.5,6.5,8,6.5,7,6,7,1,7.5,6,6,6.5,7.5,4.5,7.5,7.5,6,8,6.5,6,6,6,1,6.5,5,6,"winter"
"f24832670",22,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,10,6,0,0,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,5,7.5,5,7.5,4,6,10,10,10,7.5,10,0.5,10,10,9,4,9.5,4.5,6.5,7,6.5,10,9,8.5,8,8,0,8.5,10,9,"winter"
"f24187223",19,0,3,NA,0,NA,1,"",1,NA,NA,NA,NA,1,NA,11,6,0,0,NA,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,5.5,7,6,6.5,6,7,6.5,7,6,6.5,7,2,6.5,5.5,7.5,4.5,6,6,5,4.5,6.5,6,5,5,5.5,7,1,5,2,5.5,"winter"
"f24147575",20,1,3,NA,1,NA,1,"",NA,NA,NA,NA,NA,1,NA,1,3,0,0,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,8.5,8.5,8,6,8,7.5,8,5.5,7,6,7,4.5,6,6.5,5.5,7,7.5,8.5,7.5,9,6.5,7.5,7,7.5,5.5,7,5,6.5,6.5,7.5,"winter"
"f24484299",19,0,3,NA,0,NA,1,"",1,NA,NA,NA,NA,1,NA,2,5,0,0,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,9,7,6,7,5.5,5.5,9,6.5,8,6.5,6.5,5.5,7,9,8.5,7,5.5,5,9,5,2.5,7.5,3.5,7,7,4,3.5,4.5,5,7,"winter"
"f24275843",18,1,3,NA,1,NA,1,"",NA,NA,1,NA,NA,NA,NA,10,7,0,0,NA,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,6,6,6,6,5,5,7.5,7,6,6,5.5,2.5,4,5,6,5.5,7,7,7.5,10,8,6,6,7,8,5.5,0.5,4.5,3.5,6,"winter"
"f24980714",20,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,5,0,0,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,7,7.5,6,7.5,7,7,8.5,6.5,7,8,8,0,7,7.5,7.5,6.5,6,6.5,5,8,7.5,8,6,7,8,6.5,0,5.5,7,6.5,"winter"
"f24118531",20,1,3,NA,1,NA,1,"",1,NA,NA,NA,NA,NA,NA,10,5,0,0,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,7,7,5.5,6.5,5.5,6,6.5,6.5,6.5,7,6.5,3.5,6,5.5,6,7,7.5,6,5.5,6.5,6.5,6.5,8,6,7,6,1.5,6.5,6.5,7,"winter"
"f24377898",21,1,3,NA,1,NA,1,"",NA,NA,NA,NA,NA,1,NA,12,5,1,0,NA,1,1,1,1,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,8,6.5,6,7.5,6.5,6.5,7,6.5,7,7,7.5,2.5,5,5.5,5,4.5,7,3,5.5,5,5.5,8,7,9,8.5,6,0,7,3,4.5,"winter"
"f24713220",23,1,3,NA,1,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,3,0,0,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,6,7,5,7,5,6,6,6.5,6.5,6.5,5.5,3,5.5,6,6,6.5,6.5,4,6.5,8.5,6,5,7.5,4.5,5.5,4.5,1,6,5.5,5.5,"winter"
"f24544166",24,1,3,NA,1,NA,1,"",NA,1,NA,NA,NA,1,NA,11,7,0,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,NA,5.5,5.5,6,6,5,6,5,6,6,5,5,2,5.5,5.5,5.5,6.5,6,6.5,4.5,5.5,6.5,5,6.5,6.5,5,5,0,5,5,5,"winter"
"f24840732",21,1,3,NA,1,NA,2,"",NA,1,1,NA,1,1,NA,2,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,1,1,6,7,6,7.5,6,5.5,5.5,6.5,6.5,6,6.5,4.5,5,7,7,7,8,6,7.5,6,7,7,7.5,7,7.5,5.5,4,7,8.5,7.5,"winter"
"f24568816",25,1,3,NA,1,NA,1,"",NA,NA,1,NA,NA,NA,NA,2,3,0,0,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,7.5,6,5.5,7.5,7,5,6.5,5,7.5,8.5,6.5,7,6.5,6,6,7,8.5,6,8.5,8,6,8,9,8.5,8,7.5,9,10,6.5,8.5,"winter"
"f24959776",19,0,1,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,10,7,0,0,NA,NA,NA,NA,1,1,NA,1,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,1,1,1,1,1,1,6,6.5,5,5,6,4.5,7,6.5,6.5,5,5,0,6.5,4.5,6.5,5.5,7,5,5,6.5,4,7,6.5,6.5,5,5,0,7,4.5,6,"winter"
"f24909969",18,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,5,6,0,0,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,7,6.5,5.5,6.5,6.5,6,8.5,6.5,8,6.5,7,3,6,5,5,7,6.5,5,6,8.5,5,7,6,9,7.5,5,1.5,5,5,5,"winter"
"f24150654",21,1,3,NA,1,NA,1,"",1,NA,NA,NA,NA,NA,NA,9,5,0,0,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,6.5,7,6,7.5,6.5,6.5,6.5,5,7,6.5,5.5,2.5,6,5.5,5,5.5,5.5,5.5,6.5,6.5,5.5,6.5,5,7,6,5,2,5,4.5,5,"winter"
"f24642064",18,0,1,NA,0,NA,1,"",1,NA,NA,NA,NA,NA,NA,11,6,1,0,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,6,6.5,6,5.5,6,6,5.5,6.5,6.5,6.5,7,2.5,8,5,6.5,5.5,4.5,4,4,6.5,3,3.5,5,5,4,4.5,0,5.5,5,5,"winter"
"f24994013",19,0,1,NA,0,NA,1,"",1,NA,NA,NA,NA,NA,NA,11,6,0,0,NA,NA,1,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,1,NA,7,7.5,7.5,6,7.5,8,6.5,7.5,7,7.5,7,0,7.5,7.5,7,5.5,6.5,5.5,6.5,6.5,6.5,3.5,6,6.5,5,7,0,3.5,3.5,6,"winter"
"f24559078",18,0,3,NA,0,NA,1,"",1,NA,NA,NA,NA,NA,NA,10,6,0,0,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,7.5,6,6,6,7,5.5,5.5,6.5,7,6.5,6,3,6.5,6,6.5,6,5,5.5,5,5.5,4.5,5,5,6.5,5.5,4.5,2,5,5,5,"winter"
"f24489262",20,1,3,NA,1,NA,1,"",NA,1,NA,NA,NA,NA,NA,1,4,0,0,NA,1,1,1,1,NA,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,7.5,6,8,8.5,4.5,6,8,8.5,7,7,6,5.5,5.5,5,4,7.5,7,4,3.5,6.5,5,7,7,7,4,4,5,6,8,7.5,"winter"
"f24680587",21,0,3,NA,0,NA,1,"",1,NA,NA,NA,NA,NA,NA,11,6,0,0,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,5.5,7.5,3.5,6,6,7,7,6.5,6,4.5,6,3.5,6,5.5,4.5,5,7.5,5,5.5,7,6.5,5.5,6,7,6,5.5,4,7,5,3.5,"winter"
"f24762432",18,0,3,NA,0,NA,1,"",NA,NA,1,NA,NA,NA,NA,11,5,0,0,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,7,8,4.5,7.5,5,5,7,7,8.5,5.5,5.5,3.5,6,5,5.5,8.5,9,5,7,8.5,6.5,7,7,9,8,6.5,2.5,8,5.5,7.5,"winter"
"f24249534",19,0,3,NA,0,NA,1,"",NA,NA,NA,NA,1,1,NA,2,6,1,0,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,6.5,7.5,5.5,7.5,6.5,6,9,7.5,10,6.5,6,5,9.5,6,7,5.5,7.5,7.5,8,9,7,8,7.5,8,6.5,5.5,5,5.5,5,6,"winter"
"f24526295",21,1,3,NA,1,NA,1,"",1,NA,NA,NA,1,NA,NA,12,4,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,5,8,4.5,7.5,6.5,6,6.5,7,7.5,5.5,5,3.5,5,4,7,5,8,5,8,4,5.5,8.5,7.5,8,6.5,4.5,4,5.5,5,8,"winter"
"f24467836",18,0,1,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,1,6,0,0,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,6,5.5,5,6,5,5,7.5,6,6,5,5.5,3.5,5,6.5,6,6,6.5,5,7,6.5,4.5,8.5,6,6,6,6,2.5,6.5,5.5,6,"winter"
"f24108276",19,0,3,NA,0,NA,1,"",1,NA,NA,NA,NA,NA,NA,12,6,0,0,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,4.5,8,4.5,8,6,7,7,8,5.5,3.5,6,4.5,8,7,6.5,4,8,2.5,5,5,6,5.5,7,5.5,4.5,6,4.5,6,6,6.5,"winter"
"f24689248",18,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,3,0,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,6.5,7.5,5.5,5.5,7,7.5,6,6,6.5,7,7.5,2,7,7.5,8,8,8,7,7,9,8,7,6.5,8,7.5,7.5,2.5,8,7.5,7,"winter"
"f24924232",18,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,5,4,0,0,NA,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,1,NA,6,6,5,5.5,4,6.5,6,6,5.5,5.5,6,0.5,6,6,6,6,6.5,6,5.5,7.5,7,7.5,6.5,7,7,6.5,3,5,6,6,"winter"
"f24911569",21,0,3,NA,0,NA,1,"",NA,NA,1,NA,NA,NA,NA,2,6,0,0,NA,1,1,1,1,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,5.5,8.5,1,5.5,6.5,7.5,5,7,6.5,6.5,6,1.5,8,7.5,8.5,6.5,8,1.5,6.5,8,8,5.5,8,7.5,8.5,7.5,2.5,9,7,7.5,"winter"
"f24983939",21,1,3,NA,0,NA,1,"",1,NA,NA,NA,NA,NA,NA,10,4,0,0,NA,1,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,1,NA,1,1,1,1,6.5,7,5,5.5,6,7.5,6,8,6,6,8,3.5,8,6,7.5,5,3,2.5,3.5,2,8,4,9,5,6,8.5,1.5,8,5.5,6,"winter"
"f24675030",19,0,3,NA,0,NA,1,"",1,NA,NA,NA,NA,NA,NA,1,6,0,0,NA,NA,NA,1,1,NA,NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9,7.5,3,5.5,9.5,10,8,9,9,9,8,3.5,6.5,6.5,8,9,6.5,2,7,7.5,8,8,5.5,9,7.5,6.5,4,5.5,4,6.5,"winter"
"f24626359",19,0,3,NA,0,NA,1,"",NA,NA,1,NA,NA,NA,NA,1,4,0,0,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,7.5,8,5.5,8,8.5,6.5,6,7.5,7.5,5,7.5,6,7.5,5,6.5,8.5,9,7.5,8,10,6,6.5,7,9,8,5,6.5,7,5,8,"winter"
"f24361844",18,1,3,NA,1,NA,1,"",NA,NA,1,NA,NA,NA,NA,12,3,0,0,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8.5,5,6,8,9,10,8,6,9,8,7,5,5,7,6,7.5,7,7.5,8.5,9,6.5,7.5,7.5,8,7.5,6.5,3.5,7.5,9.5,7,"winter"
"f24166791",19,0,1,NA,0,NA,1,"",NA,NA,NA,NA,NA,NA,1,11,6,1,2,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,1,6.5,7,5,6,5.5,7,6,7,6,5.5,5.5,0,7,6,5,7.5,6.5,5.5,6,7.5,7.5,6,7.5,6,5.5,5,0,6,5.5,5.5,"winter"
"f24126210",18,0,3,NA,0,NA,1,"",NA,NA,1,NA,NA,NA,NA,2,6,0,0,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,8.5,7.5,7.5,6.5,6,7.5,7,8,9.5,5,5,6,6.5,6,7,7.5,5,7,9.5,6,8.5,6.5,7,10,5,6,5,5,7.5,"winter"
"f24423571",19,0,1,NA,0,NA,1,"",NA,NA,1,NA,NA,NA,NA,12,4,0,0,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,5,7,7,6,6,7,5.5,7,6.5,7,5,0,5,5,5.5,4.5,7,7,5,7,6.5,5,5,7.5,7,5,0,5,5,5.5,"winter"
"f24809990",18,0,1,NA,0,NA,5,"Dating, polyamorous",NA,NA,NA,NA,NA,NA,1,12,5,0,0,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.5,6,6.5,8,5.5,6,8.5,6.5,9.5,7,5,3.5,6.5,4.5,6,6,5,7,9,4,5,7.5,6,8.5,6,6.5,2.5,6.5,3,5.5,"winter"
"f24443181",25,1,3,NA,1,NA,1,"",NA,NA,NA,NA,1,NA,NA,1,4,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,1,1,1,NA,1,NA,NA,NA,1,NA,1,1,1,1,5.5,8,5.5,8.5,8.5,8,7,6.5,8,6.5,7,5,5,6.5,8,7,9,4.5,8,9.5,5,7.5,8,8,7,6,6,5,5,7.5,"winter"
"f24190850",20,0,3,NA,0,NA,1,"",NA,1,NA,NA,NA,1,NA,12,6,0,0,NA,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,NA,1,1,1,NA,6.5,7,5,5,7,5,6.5,6.5,6,5.5,6.5,4,5,5,5,5.5,6.5,3.5,6.5,9,6.5,6.5,6.5,7.5,7,6.5,1.5,5,5,6,"winter"
"f24643623",19,0,1,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,5,6,0,0,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.5,8,5,9,6,7,8,8,7.5,7,6.5,5.5,7,7.5,8.5,8.5,7.5,5,6.5,9.5,5,8.5,7.5,7,6,5,6.5,7,8.5,8,"winter"
"f24529664",18,1,3,NA,1,NA,1,"",NA,NA,1,NA,NA,NA,NA,1,4,0,0,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6.5,7,6,7.5,6.5,5.5,7,6,6,8,5,7,4.5,5.5,5.5,6,8,3.5,7,9,6.5,7,6,6,6.5,5.5,7,6,5,5.5,"winter"
"f24646540",19,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,5,0,0,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,6,7,5.5,6.5,8,7,6,7,7.5,6.5,6.5,3,6,5,7,6,8.5,4,8,9.5,7.5,6,6.5,8,8,6,1.5,5,6,8,"winter"
"f24779910",23,0,3,NA,0,NA,1,"",1,NA,1,NA,NA,1,NA,11,4,0,0,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.5,6,5,6,6.5,6.5,8,6,6,6,6.5,5,7,5.5,6,2.5,7,6.5,7,8.5,5.5,7,5.5,6,6,7,0,5,5.5,6,"winter"
"f24448798",19,0,3,NA,0,NA,1,"",NA,1,NA,NA,NA,NA,NA,12,4,0,0,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,8.5,6,5,5,7,4,5,4.5,6.5,6,5,4.5,5,6,5,8.5,5.5,5.5,5,8.5,3,7.5,4.5,5.5,7,4.5,3,3,6,5.5,"winter"
"f24374358",18,0,1,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,0,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,6,5,7,6,7,6,7,7,6,5.5,6.5,3,6,5,6,5.5,6.5,7.5,5.5,10,6.5,7,6.5,7,5.5,5,2.5,5,4.5,5.5,"winter"
"f24772734",19,0,3,NA,0,NA,1,"",1,NA,NA,NA,NA,NA,NA,1,4,0,0,NA,1,1,1,NA,NA,NA,1,1,1,1,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6.5,7.5,6,7.5,7,7.5,7,8,9,7,6.5,8.5,8,5.5,8,5,5,7.5,6,6,7,4.5,5.5,6.5,6.5,5.5,8,5.5,2,5,"winter"
"f24723820",19,1,3,NA,1,NA,1,"",1,NA,NA,NA,NA,NA,NA,11,4,0,2,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,1,NA,1,1,NA,1,1,NA,5.5,6,5,6,10,5,6,5,5,5,5.5,5,5,5,5.5,5.5,10,5,8,10,7.5,10,5.5,6,5,6,4,5,5,6.5,"winter"
"f24732519",18,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,10,6,0,0,NA,NA,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,8.5,6,5,6,5.5,5,8,7,6.5,6.5,8,3,7,9,7,8.5,7.5,5,6,9,5,8,6,6.5,6,6.5,1.5,4.5,8,6,"winter"
"f24450377",21,1,3,NA,1,NA,1,"",NA,NA,1,NA,NA,NA,NA,11,5,0,0,NA,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,6.5,9.5,5.5,8.5,5.5,7.5,8,8,9,7.5,7.5,0.5,4.5,4.5,7,7.5,6.5,7,7,8,8.5,9,6,9,8,5,0,5,7,8,"winter"
"f24454589",18,0,3,NA,0,NA,1,"",NA,1,NA,NA,NA,NA,NA,1,4,0,0,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,6.5,5.5,6,6.5,6.5,6.5,6,5.5,4.5,6.5,5,6.5,5,5,4,6,5.5,6,7,5,7,5,6,5,5,5.5,5,5,5.5,"winter"
"f24318905",21,1,1,NA,1,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,0,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,1,5.5,7,7,6.5,4,4,6.5,6,6,2,5,3,4,4.5,3,5.5,7,7,3.5,5,3,5,5,6,2.5,4,2,3.5,5,4,"winter"
"f24308524",18,0,3,NA,0,NA,1,"",NA,NA,1,NA,NA,NA,NA,10,4,0,0,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,8.5,8.5,5.5,6.5,5.5,7.5,8.5,8,8.5,8,5,0,5.5,6.5,6.5,8.5,8.5,9.5,4,10,6,8,6,10,7.5,5,0,6,5,6.5,"winter"
"f24240986",18,0,3,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,11,7,0,0,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,1,NA,1,1,1,NA,5.5,8.5,5.5,7.5,8.5,7,9.5,7,8,7.5,8,0.5,7.5,6,6.5,5.5,8,4,5.5,9,5.5,8.5,5.5,6.5,6.5,6.5,0,8.5,7.5,4.5,"winter"
"f24975881",19,0,3,NA,0,NA,1,"",NA,NA,NA,NA,1,NA,NA,6,3,0,0,NA,1,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,7,7,5.5,6,6,6,7.5,6.5,6.5,8,5,6.5,9,7.5,7.5,6.5,7,8,8,9,5,8.5,7.5,8,8,6.5,8,6,6.5,6,"winter"
"f24242475",18,1,3,NA,1,NA,1,"",1,NA,NA,NA,NA,NA,NA,11,5,0,0,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,6.5,7,3.5,5,2.5,5,6,6,6,4,4.5,0,5.5,4.5,5,5.5,3.5,4,4,4,4,5,6,6.5,4.5,5,0,4,4,5.5,"winter"
"f24958454",18,0,1,NA,0,NA,1,"",NA,NA,NA,NA,NA,1,NA,10,7,0,0,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6.5,6.5,6.5,9,6.5,9,6.5,10,6.5,6,2.5,6.5,6,7,6,5.5,6,5.5,9,5,8.5,5.5,8.5,5.5,5,2.5,4.5,5,6,"winter"
"f24494329",19,1,3,NA,1,NA,1,"",NA,NA,1,NA,NA,NA,NA,2,6,0,0,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6.5,5.5,7,5,5.5,6.5,7,6.5,5,5,5,5,5.5,5,7,7,6,6.5,7.5,6,7,7.5,7.5,6,5,6,6,7,6,"winter"
"f24556178",21,1,3,NA,1,NA,1,"",NA,NA,NA,NA,1,NA,NA,12,4,0,0,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.5,7,4.5,7.5,6.5,8,8,6,7,6.5,7,5,6,7,6.5,6.5,8.5,6.5,7.5,7.5,7.5,7.5,6,7,8,6.5,5,7,8,7.5,"winter"
